DISTRICT_NAME,TALUKA_NAME,Latitude,Longitude,RICE,WHEAT,KHARIP_JOWAR,RABBI_JOWAR,BAJRA,MAIZE,WARI,RAGI,RALA,SAWA,BHADALI,GRAM,TUR,MUNG,UDID,KULITH,MATH,BEANS,PEAS,SUGARCANE,CHILLI,GARLIC,MANGO,GRAPES,CITRUS,BANANA,POTATOS,ONIONS,BRINJALS,TOMATOSP,COTTON,GROUNDNUTS,SUNFLOWER,SAFFLOWER_AR_UNDR_CROP,SOYABEAN
 Sangli , Khanapur ,17.2963611,74.3315243,5,4557,42577,2670,7325,2240,0,0,0,0,0,4979,3624,1502,2784,1910,2965,911,30,4900,492,0,54,2780,0,0,0,333,0,333,230,10529,711,153,6390
 Sangli , Atpadi ,17.2613,74.7189,5,3021,880,27247,1624,824,0,0,0,0,0,1575,1086,122,320,730,2720,55,0,840,135,0,30,79,0,0,0,71,0,19,360,445,16,43,10
 Sangli , Tasgaon ,17.4287331,74.9383153,1624,5347,36765,4064,1412,2491,0,0,10,0,0,6921,1636,405,1383,1210,2880,165,15,2250,432,0,78,2965,0,0,0,213,0,161,49,1610,380,72,13093
 Sangli , Miraj ,17.0295253,74.6078344,96,3810,15318,14560,8260,1668,0,0,0,0,0,5308,1192,1408,390,1020,2432,256,10,13800,576,0,63,910,0,0,0,151,0,584,231,4422,572,61,23235
 Sangli , Kavathemahankal ,16.8222363,74.6508894,0,2673,3200,19560,9100,402,0,0,0,0,0,2165,1000,100,400,320,2726,140,0,1010,163,0,39,215,0,0,0,130,0,8,259,840,104,540,593
 Sangli , Jat ,17.0089686,74.8653331,15,3927,119,86689,14805,5616,0,0,0,65,0,2485,847,1432,490,2802,2821,630,40,1560,181,0,59,1230,0,0,0,312,0,317,1929,3390,6612,5213,77
 Satara , Mahabaleshwar ,17.0544607,75.2122675,695,290,40,150,0,0,105,410,105,0,0,22,0,0,0,0,0,0,0,0,5,1,195,0,1,1,784,624,18,161,0,0,0,0,0
 Satara , Wai ,17.9307285,73.6477342,3736,2426,4454,12635,1613,289,55,444,30,66,0,1685,328,97,272,191,39,39,252,1952,231,12,827,0,41,11,597,954,195,177,157,5662,226,259,1084
 Satara , Khandala ,17.9486853,73.8918867,820,2148,235,11887,11499,180,45,0,22,51,0,1225,140,310,300,105,180,82,379,548,102,5,531,45,38,23,154,1122,26,99,659,2265,161,328,49
 Satara , Phaltan ,18.7583142,73.3757026,9,4404,642,24151,8202,211,0,0,0,165,0,490,413,320,492,493,975,50,211,4637,116,14,998,134,53,43,367,854,85,138,882,412,390,847,918
 Satara , Man ,17.9934982,74.4304276,27,1893,586,12919,19211,42,0,0,0,171,0,1983,492,638,417,86,4636,43,450,2291,61,22,1090,31,56,2,187,1108,31,255,456,243,221,213,315
 Satara , Khatav ,17.56252,74.42919,305,4315,6837,10592,33700,38,0,0,0,82,0,3091,907,670,1214,62,3017,54,674,3540,19,3,802,48,53,32,600,1481,29,281,962,2089,412,892,1021
 Satara , Koregaon ,17.6654636,74.3616798,308,2944,12885,14579,5108,1238,0,0,65,32,0,4792,771,1306,692,240,525,74,645,4348,89,6,625,123,31,40,852,716,121,353,43,2162,372,693,3478
 Satara , Satara ,17.6966354,74.1607179,6770,3819,15607,16850,70,321,35,690,20,119,0,2191,1394,1225,810,0,68,12,1191,4689,77,19,1345,226,108,97,826,2038,108,600,12,16701,165,371,1517
 Satara , Jaoli ,17.6804639,74.018261,8629,1978,6574,9411,0,25,230,2522,40,72,0,907,475,4,16,0,15,42,478,1246,12,7,412,2,45,13,688,919,30,270,38,3369,157,574,221
 Satara , Patan ,17.9,76.4,14823,5450,9850,12113,6543,400,128,4848,27,70,0,2930,1150,64,760,180,27,214,425,4909,78,12,1241,0,24,5,105,606,42,244,221,17343,306,94,1199
 Satara , Karad ,17.372704,73.9027254,9295,5637,9406,7705,3957,738,9,0,1,83,0,2690,605,646,501,38,47,15,748,15534,112,8,953,0,30,10,222,1010,110,129,184,10974,280,119,5806
 Sindhudurg , Devgad ,17.277693,74.1843535,6477,0,0,0,0,0,76,222,0,0,0,0,4,119,165,805,0,90,215,0,16,0,5106,0,0,1,0,0,1,0,0,338,0,0,0
 Sindhudurg , Vaibhavvadi ,16.3754203,73.3885526,5189,0,0,0,0,29,0,501,0,0,0,0,0,25,4,301,0,160,96,2,0,0,430,0,0,0,0,0,6,0,0,331,0,0,0
 Sindhudurg , Kankavli ,16.4967591,73.7463147,15224,0,0,0,0,14,8,265,0,0,0,0,0,44,34,739,0,65,472,6,5,0,4252,0,0,5,0,2,15,0,0,752,0,0,0
 Sindhudurg , Malwan ,16.2655069,73.7082889,9950,0,0,0,0,20,12,270,0,0,0,0,0,120,65,671,0,81,131,0,23,0,920,0,0,12,0,0,12,0,0,565,0,0,0
 Sindhudurg , Vengurla ,16.0630693,73.471054,5061,0,0,0,0,0,0,194,0,0,0,0,0,82,95,374,0,142,361,0,110,0,2351,0,0,0,0,0,23,0,0,1047,0,0,0
 Sindhudurg , Kudal ,15.8514136,73.6389038,18142,0,0,0,0,5,74,145,0,0,0,0,0,55,112,502,0,89,327,0,78,0,3029,0,0,26,0,5,13,0,0,1041,0,0,0
 Sindhudurg , Sawantwadi ,15.9930494,73.6844721,13448,0,0,0,0,40,2,368,0,0,0,0,0,15,26,582,0,122,412,3,52,0,938,0,0,14,0,2,17,0,0,554,0,0,0
 Sindhudurg , Dodamarg ,15.9052627,73.8213213,5375,0,0,0,0,0,28,757,0,0,0,0,0,9,81,525,0,45,285,0,27,0,179,0,0,20,0,0,19,0,0,166,0,0,0
 Solapur , Karmala ,15.6843116,73.9668408,0,2925,144,84923,3299,3996,0,0,0,0,0,2471,916,303,227,952,975,1,0,4611,283,58,685,114,184,15,3,931,204,54,224,1044,3536,2694,0
 Solapur , Madha ,18.4044833,75.1953934,0,7002,0,79089,2205,2073,0,0,0,0,0,3370,1250,71,140,478,1159,26,0,4395,482,20,358,144,174,38,15,950,292,229,795,648,2507,1080,0
 Solapur , Barshi ,18.0333,75.5189,151,4619,467,84162,1280,2393,0,0,0,0,0,4842,1819,1015,645,625,518,12,0,7858,315,26,511,208,137,46,0,690,179,206,41,838,4684,1297,0
 Solapur , Solapur north ,18.2333856,75.6941478,38,2978,114,36150,998,1625,0,0,0,0,0,1468,609,78,248,298,994,1,0,2780,202,6,325,177,77,121,19,330,67,86,46,501,948,632,0
 Solapur , Mohol ,17.6956768,75.5276699,5,5056,0,66144,734,2745,0,0,0,0,0,2725,1209,0,226,748,224,4,0,4871,139,0,299,176,36,54,8,499,92,87,194,422,2043,1357,0
 Solapur , Pandharpur ,17.8091987,75.6382422,0,7536,94,65356,1248,3907,0,0,0,0,0,4125,1879,0,199,540,568,18,0,8251,416,15,301,587,113,105,0,439,75,62,708,274,2806,1423,0
 Solapur , Malshiras ,17.6805816,75.3155035,0,6170,75,52643,4274,2070,0,0,0,0,0,3588,1103,0,314,369,1085,2,0,9965,113,0,379,96,23,162,12,997,273,123,128,706,3834,1164,0
 Solapur , Sangole ,17.8632547,74.9054785,0,1854,20,35692,4745,3168,0,0,0,0,0,2356,1375,70,245,356,945,9,0,3679,157,79,149,50,39,37,11,94,184,105,1315,583,3203,920,0
 Solapur , Mangalvedhe ,17.4340512,75.1953934,0,2432,0,36624,4418,2357,0,0,0,0,0,1860,907,78,387,482,411,6,0,6155,110,6,315,83,20,22,6,446,267,40,750,296,3784,2796,0
 Solapur , Solapur south ,17.5109871,75.4519516,22,5692,52,67685,785,1266,0,0,0,0,0,2485,641,62,80,729,792,24,0,3592,278,1,436,115,113,62,17,450,157,171,38,197,3626,889,0
 Solapur , Akkalkot ,17.6956768,75.5276699,259,2136,151,63637,1128,1519,0,0,0,0,0,2618,1601,349,183,514,561,5,0,9547,472,5,142,4,6,43,9,180,105,57,153,365,3697,1454,0
 Thane , Talasari ,17.5242162,76.2054416,9014,7,0,0,0,15,0,0,0,0,0,150,58,143,235,151,0,206,350,0,5,0,10,0,0,10,0,0,0,0,0,24,0,0,0
 Thane , Dahanu ,20.1238013,72.9168632,15134,19,0,0,0,18,780,546,0,0,0,250,90,137,494,377,0,303,384,0,85,0,38,0,0,38,0,0,0,0,0,54,0,0,0
 Thane , Vikramgad ,19.9902668,72.7396586,8642,5,0,0,0,7,415,2970,0,0,0,122,302,166,453,352,0,118,142,0,0,0,44,0,0,44,0,0,0,0,0,92,0,0,0
 Thane , Jawhar ,19.7972614,73.0955645,11343,8,0,0,0,0,2400,4725,0,0,0,314,1038,378,1654,442,0,129,222,0,0,0,24,0,0,24,0,0,0,0,0,60,0,0,0
 Thane , Mokhada ,19.9050038,73.2312946,8467,2,0,0,0,2,2245,3981,0,0,0,456,660,85,881,363,0,115,155,0,15,0,12,0,0,12,0,0,0,0,0,53,0,0,0
 Thane , Vada ,19.9364602,73.3403504,13485,20,0,0,0,3,205,50,0,0,0,650,173,71,265,252,0,208,344,0,38,0,98,0,0,98,0,0,0,0,0,12,0,0,0
 Thane , Palghar ,18.396,73.8674,13705,17,0,0,0,12,29,1508,0,0,0,418,52,0,92,251,0,275,235,0,74,0,75,0,0,75,0,0,0,0,0,2,0,0,0
 Thane , Vasai ,19.6967136,72.769885,12354,5,0,0,0,4,0,0,0,0,0,310,12,63,32,182,0,762,101,15,32,0,140,0,0,140,0,0,0,0,0,5,0,0,0
 Thane , Thane ,19.3919275,72.8397317,905,0,0,0,0,4,0,0,0,0,0,0,0,0,0,45,0,130,211,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
 Thane , Bhiwandi ,19.2183307,72.9780897,13970,2,0,0,0,7,69,0,0,0,0,105,0,143,63,301,0,100,202,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Thane , Shahapur ,19.2812547,73.0482912,11709,28,0,0,0,10,934,2205,0,0,0,525,115,124,578,326,0,112,132,9,62,0,80,0,0,80,0,0,0,0,0,24,0,0,0
 Thane , Kalyan ,19.4520777,73.3279586,1590,1,0,0,0,6,5,11,0,0,0,2,25,25,0,18,0,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Thane , Ulhasnagar ,19.2403305,73.1305395,2363,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Thane , Ambarnath ,19.2215115,73.1644628,2952,0,0,0,0,0,0,0,0,0,0,86,50,70,0,42,0,97,75,0,0,0,57,0,0,57,0,0,0,0,0,0,0,0,0
 Thane , Murbad ,19.1825167,73.1926023,14782,3,0,0,0,10,427,25,0,0,0,132,110,58,578,120,0,115,225,0,80,0,0,0,0,0,0,0,0,0,0,38,0,0,0
 Wardha , Ashti ,19.2611645,73.3888748,15,1641,3205,56,2,0,0,0,0,0,0,3688,5964,98,57,1,21,96,3,428,169,0,121,3,2055,18,2,62,72,87,11185,464,0,0,11588
 Wardha , Karanja ,18.8043913,75.1680394,105,2831,4518,32,1,5,0,0,0,0,0,2653,3380,419,287,0,123,73,2,230,80,0,218,2,1662,72,0,6,33,54,13707,499,0,0,25150
 Wardha , Arvi ,20.4827357,77.4816693,86,1330,4658,62,0,0,0,0,0,0,0,2421,6079,140,84,0,4,70,2,395,90,0,254,4,1585,33,0,13,18,66,15833,164,0,0,17745
 Wardha , Seloo ,20.9955,78.2363,35,2985,5525,71,0,0,0,0,0,0,0,3851,8955,53,36,0,9,135,1,708,174,0,116,8,656,93,0,35,130,151,18440,150,0,0,10126
 Wardha , Wardha ,20.8365072,78.7093556,24,2975,5975,36,0,0,0,0,0,0,0,4890,10144,62,120,38,366,115,4,322,190,0,329,28,1740,171,0,10,40,113,17128,503,0,0,24640
 Wardha , Deoli ,20.745319,78.6021946,85,2090,4349,144,8,0,0,0,0,0,0,2713,7811,109,47,0,64,130,2,641,48,0,94,10,1003,37,0,12,13,69,22437,146,0,0,23496
 Wardha , Hinganghat ,20.652302,78.480751,59,2595,3419,85,5,1,0,0,0,0,0,1912,5647,80,141,0,62,51,3,115,86,0,85,7,1414,26,0,5,12,17,22440,211,0,0,19989
 Wardha , Samudrapur ,20.5516683,78.8418289,118,3405,2874,218,0,1,0,0,0,0,0,3103,6258,23,9,14,56,119,5,156,127,0,47,3,540,42,0,79,194,42,15012,64,0,0,27093
 Washim , Malegaon ,20.6384618,78.9613486,198,2803,8475,285,464,0,0,0,0,0,19,5254,8400,12090,13633,0,38,65,0,62,33,0,183,4,1353,0,0,0,0,0,0,0,68,0,0
 Washim , Malegaon ,20.5579034,74.5089457,0,2188,5215,0,0,0,0,0,0,0,0,395,2813,5530,2813,0,0,0,0,23,7,0,0,0,85,0,0,0,0,0,2128,0,37,0,0
 Washim , Mangrulpir ,20.5579034,74.5089457,109,2964,10551,85,282,0,0,0,0,0,10,7409,4803,8368,9430,0,44,54,4,65,78,0,175,2,597,0,0,0,0,0,0,0,34,300,0
 Washim , Mangrulpir ,20.3148721,77.3419417,72,173,9862,0,230,13,0,0,0,0,1,537,6420,5652,6703,0,0,0,1,101,52,0,0,0,80,0,0,0,0,0,6841,8,67,281,0
 Washim , Karanja ,20.3148721,77.3419417,19,2021,12430,105,249,0,0,0,0,0,33,2417,7215,7010,4965,0,83,20,0,191,70,0,44,0,1119,0,0,0,0,0,27,0,0,0,0
 Washim , Karanja ,20.4827357,77.4816693,60,429,11268,0,2,0,0,0,0,0,0,37,3532,16110,3532,0,0,0,0,34,47,0,0,0,543,0,0,0,0,0,0,0,0,0,0
 Washim , Manora ,20.4827357,77.4816693,122,1816,14339,129,442,0,0,0,0,0,1,5714,4251,5515,7640,0,67,183,2,210,23,10,159,0,800,0,0,0,0,0,15,0,39,0,0
 Washim , Manora ,20.216112,77.559074,0,43,13980,0,1002,0,0,0,0,0,7,19,4291,3811,2834,0,0,224,12,63,381,0,25,0,614,0,0,0,0,0,18761,0,0,203,0
 Washim , Washim ,20.216112,77.559074,241,3345,6815,145,614,0,0,0,0,0,12,4456,9088,8415,10485,0,92,159,10,221,24,1,351,4,1227,0,0,0,0,0,50,0,40,0,0
 Washim , Washim ,20.1119123,77.1312586,539,1919,8379,4,65,7,0,0,0,0,2,4315,3802,4533,6045,0,0,7,12,9,22,0,10,0,209,0,0,0,0,0,7,101,15,0,0
 Washim , Risod ,20.1119123,77.1312586,421,3365,10104,122,317,0,0,0,0,0,8,4530,4918,14212,12452,0,56,125,0,371,45,0,278,0,947,0,0,0,0,0,0,0,32,0,0
 Washim , Risod ,19.9778398,76.782702,0,0,0,0,0,0,0,0,0,0,0,243,5342,310,268,0,0,0,0,5,40,0,9,0,80,0,0,0,0,0,4,0,0,0,0
 Yavatmal , Ner ,19.9778398,76.782702,307,870,6836,0,630,0,0,0,0,0,0,1640,6539,2725,930,0,5,3,0,258,84,1,234,0,481,6,0,45,48,0,25538,224,18,35,2785
 Yavatmal , Ner ,20.491026,77.866386,5,482,3784,0,7,0,0,0,0,0,0,204,3619,686,586,0,0,0,0,44,13,0,1,0,322,2,0,8,10,7,12084,47,6,1,14326
 Yavatmal , Babulgaon ,20.491026,77.866386,127,1026,7460,6,168,0,0,0,0,0,0,674,11229,3118,1946,0,24,0,0,450,25,1,119,0,300,33,0,12,89,8,22139,314,8,0,5515
 Yavatmal , Babulgaon ,20.5561449,78.1664189,0,922,6910,0,0,6,0,0,0,0,0,344,4690,115,19,0,0,2,0,20,22,2,5,0,100,17,0,17,18,10,16850,12,0,0,14290
 Yavatmal , Kalamb ,20.5561449,78.1664189,276,928,8826,4,203,0,0,0,0,0,0,1315,5147,4498,1612,0,2,1,0,532,155,0,162,0,771,26,0,52,36,9,26811,229,27,0,8504
 Yavatmal , Kalamb ,18.5841902,76.0217831,21,551,5194,0,12,0,0,0,0,0,0,205,3833,83,203,0,0,7,0,36,39,9,0,0,299,13,0,13,32,31,18484,26,0,0,12268
 Yavatmal , Yavatmal ,18.5841902,76.0217831,415,1808,9421,8,536,0,0,0,0,0,0,1454,7632,4578,2899,0,42,1,0,849,202,0,466,0,1327,45,0,69,197,4,31814,1106,53,2,9990
 Yavatmal , Yavatmal ,20.3899385,78.1306846,38,2016,7628,0,342,38,0,0,0,0,0,936,6240,817,1257,0,56,18,188,308,420,15,21,0,493,237,0,37,45,39,21503,407,25,21,10347
 Yavatmal , Darwha ,20.3899385,78.1306846,154,977,10121,0,344,0,0,0,0,0,0,630,10868,4258,1732,0,33,0,0,168,15,3,136,0,1365,3,0,94,49,4,25510,654,23,0,3039
 Yavatmal , Darwha ,20.31042,77.7738163,13,921,11234,0,238,0,0,0,0,0,0,168,2398,194,158,0,0,0,0,868,94,3,4,0,56,0,2,26,32,28,26771,82,64,0,11728
 Yavatmal , Digras ,20.31042,77.7738163,178,1132,8977,0,701,0,0,0,0,0,0,387,3692,2379,1243,0,20,5,5,251,46,15,244,0,1153,114,0,53,24,5,13103,201,43,0,3187
 Yavatmal , Digras ,20.1068912,77.7125184,0,660,8770,0,260,0,0,0,0,0,0,140,2770,60,490,0,0,0,0,48,32,4,0,0,247,14,0,28,20,18,15837,298,40,0,4268
 Yavatmal , Pusad ,20.1068912,77.7125184,211,1415,11288,0,887,0,0,0,0,0,0,983,10005,3400,2241,7,5,2,0,344,221,57,121,0,715,54,2,139,103,9,25639,698,245,70,5362
 Yavatmal , Pusad ,19.9104257,77.568649,125,2596,8578,0,65,0,0,0,0,0,0,116,3312,1036,4141,0,30,16,12,711,66,9,55,0,138,40,3,19,56,57,33787,666,65,28,11214
 Yavatmal , Umarkhed ,19.9104257,77.568649,226,920,9314,0,4,0,0,0,0,0,0,1590,6745,2620,1538,0,9,0,0,202,99,8,92,0,488,70,2,95,38,3,17001,213,14,87,7365
 Yavatmal , Umarkhed ,19.5975885,77.6916128,330,1543,7916,0,0,0,0,0,0,0,0,2570,2667,622,635,0,0,0,0,3365,25,7,18,0,133,132,0,7,6,8,19320,126,0,0,16390
 Yavatmal , Mahagaon ,19.5975885,77.6916128,101,1708,12206,0,622,0,0,0,0,0,0,1306,6148,4041,2157,0,8,0,0,232,137,0,114,0,488,95,0,60,55,4,27287,548,122,0,3446
 Yavatmal , Mahagaon ,20.7276984,80.0590804,120,1420,6950,0,45,0,0,0,0,0,0,890,5310,2809,1290,0,0,0,0,661,210,39,0,0,50,11,0,49,85,97,22950,119,7,6,13119
 Yavatmal , Arni ,20.7276984,80.0590804,256,942,7615,0,497,0,0,0,0,0,0,1258,6490,3721,2571,0,24,2,0,792,19,7,310,0,963,27,0,74,45,4,17817,466,0,0,4691
 Yavatmal , Arni ,19.99615,77.92975,35,970,9193,0,204,0,0,0,0,0,0,775,3378,559,463,0,0,0,0,114,75,16,29,0,58,17,0,5,27,27,27354,340,0,9,10340
 Yavatmal , Ghatanji ,19.99615,77.92975,337,1164,11848,1,70,0,0,0,0,0,0,903,9410,3740,1707,0,29,2,0,657,165,0,142,0,405,14,0,15,36,20,33605,620,0,0,6145
 Yavatmal , Ghatanji ,20.1436894,78.311672,46,382,7133,0,20,0,0,0,0,0,0,48,2278,38,35,0,0,0,0,0,41,0,0,0,48,2,0,5,21,29,37633,0,0,0,7700
 Yavatmal , Kelapur ,20.1436894,78.311672,194,910,8446,5,75,0,0,0,0,0,0,1078,8241,2565,945,0,27,0,0,458,276,0,176,0,685,52,0,38,14,6,28947,213,0,0,2603
 Yavatmal , Kelapur ,19.9999499,78.5334307,0,924,8312,0,10,0,0,0,0,0,0,185,3427,10,10,0,0,0,0,8,68,0,2,0,23,2,0,4,10,10,25771,48,0,0,8660
 Yavatmal , Ralegaon ,19.9999499,78.5334307,105,616,7847,3,91,0,0,0,0,0,0,372,10394,3482,887,41,19,0,0,315,220,0,217,0,1422,18,0,48,59,7,31256,170,0,0,3195
 Yavatmal , Ralegaon ,20.4187724,78.5206001,0,576,6942,0,38,8,0,0,0,0,0,466,3554,1682,21,0,10,0,0,0,90,0,9,0,276,0,0,34,30,21,26133,165,0,5,8641
 Yavatmal , Maregaon ,20.4187724,78.5206001,155,649,3678,1,126,0,0,0,0,0,0,1047,7337,2639,1012,0,11,1,0,772,79,0,155,0,497,36,0,16,29,15,20870,557,19,0,4719
 Yavatmal , Maregaon ,20.105567,78.8056989,47,825,4615,0,0,0,0,0,0,0,0,122,4069,8,0,0,0,0,0,0,97,3,2,0,30,0,0,15,66,53,23853,1,0,0,5350
 Yavatmal , Zari-jamani ,20.105567,78.8056989,370,1475,6227,0,223,0,0,0,0,0,0,970,3686,2304,845,36,35,0,0,400,445,0,258,0,260,117,0,80,138,0,26015,566,0,0,4757
 Yavatmal , Zari-jamani ,19.807597,78.849698,40,510,3520,0,0,0,0,0,0,0,0,233,4021,11,37,0,0,0,0,0,198,0,0,0,5,0,0,12,40,36,22995,196,0,0,7498
 Yavatmal , Wani ,19.807597,78.849698,302,1065,9986,56,198,0,0,0,0,0,0,1185,13729,1512,2114,17,15,1,7,360,243,2,178,0,283,9,5,23,47,0,29975,911,8,0,5419
 Yavatmal , Wani ,20.067541,78.958054,0,726,2596,0,0,0,0,0,0,0,0,70,5010,0,0,0,0,0,0,0,21,0,0,0,8,0,0,4,17,7,35411,0,0,0,10282
